Pressure,x,y,z
0.0,6.496066670186073,17.53149376434837,10.613218500116627
30.060120240480963,6.496066670186073,17.53149376434837,10.613218500116627
60.120240480961925,6.496066670186071,17.53149376434837,10.613218500116641
90.1803607214429,6.496066670186073,17.531493764348372,10.613218500116636
120.24048096192385,6.496066670186075,17.53149376434836,10.613218500116641
150.3006012024048,6.496066670186077,17.53149376434837,10.613218500116627
180.3607214428858,6.496066670186073,17.531493764348376,10.613218500116636
210.42084168336675,6.496066670186073,17.531493764348365,10.613218500116627
240.4809619238477,6.496066670186073,17.53149376434837,10.613218500116632
270.54108216432866,6.496066670186073,17.53149376434837,10.613218500116632
300.6012024048096,6.496066670186073,17.53149376434836,10.613218500116632
330.66132264529057,6.496066670186075,17.531493764348365,10.613218500116632
360.7214428857716,6.496066670186075,17.531493764348358,10.613218500116636
390.78156312625254,6.496066670186073,17.53149376434836,10.613218500116632
420.8416833667335,6.496066670186075,17.53149376434837,10.613218500116636
450.90180360721445,6.496066670186077,17.53149376434838,10.613218500116636
480.9619238476954,6.496066670186073,17.53149376434836,10.613218500116641
511.02204408817636,6.496066670186077,17.53149376434837,10.613218500116636
541.0821643286573,6.496066670186073,17.531493764348358,10.613218500116636
571.1422845691383,6.496066670186071,17.531493764348376,10.613218500116636
601.2024048096192,6.496066670186073,17.53149376434837,10.613218500116632
631.2625250501002,6.496066670186071,17.53149376434836,10.613218500116636
661.3226452905811,6.496066670186071,17.531493764348372,10.613218500116641
691.3827655310621,6.496066670186073,17.531493764348372,10.613218500116632
721.4428857715432,6.496066670186075,17.53149376434836,10.613218500116627
751.5030060120241,6.496066670186077,17.53149376434837,10.613218500116632
781.5631262525051,6.496066670186073,17.53149376434836,10.613218500116632
811.623246492986,6.496066670186073,17.53149376434836,10.613218500116632
841.683366733467,6.496066670186077,17.53149376434836,10.613218500116632
871.7434869739479,6.496066670186073,17.53149376434836,10.613218500116632
901.8036072144289,6.496066670186075,17.53149376434837,10.613218500116627
931.8637274549098,6.496066670186073,17.531493764348372,10.613218500116632
961.9238476953908,6.496066670186075,17.53149376434837,10.613218500116636
991.9839679358718,6.496066670186075,17.531493764348376,10.613218500116623
1022.0440881763527,6.496066670186073,17.531493764348365,10.613218500116641
1052.1042084168337,6.496066670186075,17.531493764348372,10.613218500116632
1082.1643286573146,6.496066670186077,17.531493764348365,10.613218500116627
1112.2244488977956,6.496066670186077,17.531493764348376,10.613218500116623
1142.2845691382765,6.496066670186077,17.531493764348376,10.613218500116627
1172.3446893787575,6.496066670186075,17.531493764348365,10.613218500116623
1202.4048096192384,6.496066670186075,17.53149376434836,10.613218500116632
1232.4649298597194,6.496066670186075,17.53149376434837,10.613218500116623
1262.5250501002004,6.496066670186075,17.531493764348355,10.613218500116627
1292.5851703406813,6.496066670186075,17.53149376434838,10.613218500116623
1322.6452905811623,6.496066670186075,17.531493764348372,10.613218500116627
1352.7054108216432,6.496066670186075,17.53149376434836,10.613218500116623
1382.7655310621242,6.496066670186075,17.53149376434837,10.613218500116627
1412.8256513026051,6.496066670186077,17.531493764348365,10.613218500116627
1442.8857715430863,6.496066670186075,17.53149376434836,10.613218500116627
1472.9458917835673,6.496066670186073,17.53149376434837,10.613218500116632
1503.0060120240482,6.496066670186075,17.531493764348372,10.613218500116627
1533.0661322645292,6.496066670186075,17.531493764348372,10.613218500116615
1563.1262525050101,6.496066670186077,17.531493764348372,10.61321850011662
1593.186372745491,6.496066670186075,17.53149376434837,10.613218500116627
1623.246492985972,6.496066670186075,17.53149376434837,10.613218500116627
1653.306613226453,6.496066670186073,17.531493764348358,10.613218500116632
1683.366733466934,6.496066670186073,17.53149376434837,10.613218500116627
1713.426853707415,6.496066670186075,17.531493764348358,10.613218500116623
1743.4869739478959,6.496066670186078,17.53149376434836,10.613218500116627
1773.5470941883768,6.496066670186078,17.53149376434837,10.613218500116627
1803.6072144288578,6.496066670186077,17.53149376434836,10.61321850011662
1833.6673346693387,6.496066670186077,17.531493764348376,10.613218500116627
1863.7274549098197,6.496066670186077,17.531493764348376,10.613218500116632
1893.7875751503007,6.496066670186075,17.531493764348372,10.613218500116623
1923.8476953907816,6.496066670186077,17.531493764348372,10.613218500116632
1953.9078156312626,6.496066670186077,17.53149376434835,10.613218500116623
1983.9679358717435,6.496066670186077,17.53149376434837,10.613218500116632
2014.0280561122245,6.496066670186077,17.53149376434836,10.613218500116623
2044.0881763527054,6.496066670186077,17.531493764348376,10.613218500116627
2074.1482965931864,6.496066670186077,17.53149376434837,10.613218500116627
2104.2084168336673,6.496066670186077,17.53149376434836,10.613218500116623
2134.2685370741483,6.496066670186078,17.53149376434836,10.613218500116627
2164.3286573146293,6.496066670186077,17.531493764348376,10.613218500116627
2194.38877755511,6.496066670186075,17.531493764348365,10.613218500116627
2224.448897795591,6.496066670186075,17.53149376434837,10.613218500116627
2254.509018036072,6.496066670186078,17.531493764348376,10.61321850011662
2284.569138276553,6.496066670186077,17.53149376434837,10.613218500116627
2314.629258517034,6.4960666701860825,17.53149376434837,10.613218500116627
2344.689378757515,6.496066670186081,17.53149376434837,10.61321850011662
2374.749498997996,6.496066670186077,17.53149376434837,10.613218500116623
2404.809619238477,6.496066670186075,17.53149376434836,10.613218500116627
2434.869739478958,6.496066670186077,17.53149376434836,10.613218500116627
2464.929859719439,6.496066670186077,17.531493764348372,10.613218500116632
2494.9899799599198,6.496066670186077,17.53149376434837,10.613218500116627
2525.0501002004007,6.496066670186078,17.531493764348372,10.613218500116632
2555.1102204408817,6.496066670186075,17.53149376434836,10.613218500116623
2585.1703406813626,6.496066670186078,17.53149376434836,10.61321850011662
2615.2304609218436,6.496066670186077,17.53149376434837,10.613218500116623
2645.2905811623245,6.496066670186077,17.531493764348358,10.613218500116627
2675.3507014028055,6.496066670186078,17.531493764348372,10.613218500116632
2705.4108216432865,6.4960666701860825,17.531493764348376,10.613218500116623
2735.4709418837674,6.496066670186075,17.53149376434837,10.613218500116627
2765.5310621242484,6.496066670186077,17.53149376434836,10.613218500116615
2795.5911823647293,6.496066670186077,17.53149376434836,10.61321850011662
2825.6513026052103,6.496066670186081,17.53149376434836,10.613218500116632
2855.7114228456912,6.496066670186078,17.53149376434837,10.613218500116627
2885.7715430861726,6.496066670186081,17.531493764348372,10.613218500116627
2915.8316633266536,6.496066670186078,17.531493764348372,10.613218500116627
2945.8917835671346,6.496066670186078,17.53149376434837,10.613218500116627
2975.9519038076155,6.496066670186081,17.53149376434836,10.613218500116636
3006.0120240480965,6.496066670186077,17.531493764348355,10.613218500116623
3036.0721442885774,6.496066670186078,17.531493764348358,10.613218500116632
3066.1322645290584,6.496066670186077,17.53149376434838,10.613218500116636
3096.1923847695393,6.496066670186075,17.53149376434837,10.613218500116636
3126.2525050100203,6.496066670186077,17.531493764348358,10.613218500116636
3156.3126252505012,6.496066670186081,17.531493764348372,10.613218500116623
3186.372745490982,6.496066670186077,17.531493764348372,10.613218500116632
3216.432865731463,6.496066670186081,17.531493764348365,10.613218500116623
3246.492985971944,6.496066670186078,17.53149376434836,10.613218500116632
3276.553106212425,6.496066670186078,17.531493764348365,10.613218500116627
3306.613226452906,6.4960666701860825,17.531493764348358,10.613218500116632
3336.673346693387,6.496066670186081,17.531493764348372,10.613218500116623
3366.733466933868,6.496066670186077,17.53149376434836,10.613218500116623
